mrid,conducting_equipment,connect,connected_terminals,current_feeder_direction,name,phases,sequence_number,traced_phases,connected,base_voltage,connectivity_node,connectivity_node_id,current_phases.terminal,names,normal_phases.terminal
19229858-492245,Junction{19229858},True,"[Terminal{370847-492245}, Terminal{370848-492245}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{492245-cn},492245-cn,Terminal{19229858-492245},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19229858-492245}
206653-118618,Fuse{206653},True,"[Terminal{224872-118618}, Terminal{33527128-118618}, Terminal{224871-118618}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{118618-cn},118618-cn,Terminal{206653-118618},<generator object ngen at 0x0000015E8FE996C0>,Terminal{206653-118618}
112208-549509,AcLineSegment{112208},True,[Terminal{22171719-549509}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{549509-cn},549509-cn,Terminal{112208-549509},<generator object ngen at 0x0000015E8FE996C0>,Terminal{112208-549509}
652754-287039,AcLineSegment{652754},True,"[Terminal{152706-287039}, Terminal{652755-287039}, Terminal{336679-287039}, Terminal{656683-287039}, Terminal{569439-287039}, Terminal{570520-287039}, Terminal{656685-287039}, Terminal{549719-287039}, Terminal{569440-287039}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{287039-cn},287039-cn,Terminal{652754-287039},<generator object ngen at 0x0000015E8FE996C0>,Terminal{652754-287039}
156618-617065,AcLineSegment{156618},True,"[Terminal{603493-617065}, Terminal{139789-617065}, Terminal{193754-617065}, Terminal{727792-617065}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{617065-cn},617065-cn,Terminal{156618-617065},<generator object ngen at 0x0000015E8FE996C0>,Terminal{156618-617065}
38258-372314,BusbarSection{38258},True,"[Terminal{38532464-372314}, Terminal{738866-372314}, Terminal{38257-372314}, Terminal{207976-372314}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{372314-cn},372314-cn,Terminal{38258-372314},<generator object ngen at 0x0000015E8FE996C0>,Terminal{38258-372314}
82123-183156,AcLineSegment{82123},True,"[Terminal{82504-183156}, Terminal{19180114-183156}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{183156-cn},183156-cn,Terminal{82123-183156},<generator object ngen at 0x0000015E8FE996C0>,Terminal{82123-183156}
644958-331221,AcLineSegment{644958},True,"[Terminal{675421-331221}, Terminal{603469-331221}, Terminal{603467-331221}, Terminal{603463-331221}, Terminal{539217-331221}, Terminal{603468-331221}, Terminal{579537-331221}, Terminal{644959-331221}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{331221-cn},331221-cn,Terminal{644958-331221},<generator object ngen at 0x0000015E8FE996C0>,Terminal{644958-331221}
467793-164718,AcLineSegment{467793},True,"[Terminal{708467-164718}, Terminal{660100-164718}, Terminal{29217949-164718}, Terminal{367352-164718}, Terminal{321304-164718}, Terminal{660099-164718}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{164718-cn},164718-cn,Terminal{467793-164718},<generator object ngen at 0x0000015E8FE996C0>,Terminal{467793-164718}
744325-761519,AcLineSegment{744325},True,"[Terminal{745757-761519}, Terminal{745756-761519}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{761519-cn},761519-cn,Terminal{744325-761519},<generator object ngen at 0x0000015E8FE996C0>,Terminal{744325-761519}
603508-675388,AcLineSegment{603508},True,"[Terminal{603512-675388}, Terminal{603507-675388}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{675388-cn},675388-cn,Terminal{603508-675388},<generator object ngen at 0x0000015E8FE996C0>,Terminal{603508-675388}
17338820-287371,EnergyConsumer{17338820},True,[Terminal{152937-287371}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{287371-cn},287371-cn,Terminal{17338820-287371},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17338820-287371}
449297-227393,AcLineSegment{449297},True,"[Terminal{444612-227393}, Terminal{29863972-227393}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{227393-cn},227393-cn,Terminal{449297-227393},<generator object ngen at 0x0000015E8FE996C0>,Terminal{449297-227393}
213830-113226,BusbarSection{213830},True,"[Terminal{33401-113226}, Terminal{213831-113226}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{113226-cn},113226-cn,Terminal{213830-113226},<generator object ngen at 0x0000015E8FE996C0>,Terminal{213830-113226}
66093-64526,AcLineSegment{66093},True,[Terminal{5489-64526}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{64526-cn},64526-cn,Terminal{66093-64526},<generator object ngen at 0x0000015E8FE996C0>,Terminal{66093-64526}
412512-519814,AcLineSegment{412512},True,"[Terminal{20979988-519814}, Terminal{412511-519814}, Terminal{412508-519814}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{519814-cn},519814-cn,Terminal{412512-519814},<generator object ngen at 0x0000015E8FE996C0>,Terminal{412512-519814}
529191-616337,AcLineSegment{529191},True,"[Terminal{29218147-616337}, Terminal{653462-616337}, Terminal{144801-616337}, Terminal{569298-616337}, Terminal{652754-616337}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{616337-cn},616337-cn,Terminal{529191-616337},<generator object ngen at 0x0000015E8FE996C0>,Terminal{529191-616337}
212763-359110,BusbarSection{212763},True,"[Terminal{713665-359110}, Terminal{10440706-359110}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{359110-cn},359110-cn,Terminal{212763-359110},<generator object ngen at 0x0000015E8FE996C0>,Terminal{212763-359110}
180311-322271,AcLineSegment{180311},True,"[Terminal{528542-322271}, Terminal{571336-322271}, Terminal{29218411-322271}, Terminal{180307-322271}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{322271-cn},322271-cn,Terminal{180311-322271},<generator object ngen at 0x0000015E8FE996C0>,Terminal{180311-322271}
10051-3190,AcLineSegment{10051},True,[Terminal{720419-3190}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{3190-cn},3190-cn,Terminal{10051-3190},<generator object ngen at 0x0000015E8FE996C0>,Terminal{10051-3190}
174941-316380,AcLineSegment{174941},True,"[Terminal{182532-316380}, Terminal{656352-316380}, Terminal{542803-316380}, Terminal{579986-316380}, Terminal{603470-316380}, Terminal{174942-316380}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{316380-cn},316380-cn,Terminal{174941-316380},<generator object ngen at 0x0000015E8FE996C0>,Terminal{174941-316380}
192763-337645,AcLineSegment{192763},True,[Terminal{18009410-337645}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{337645-cn},337645-cn,Terminal{192763-337645},<generator object ngen at 0x0000015E8FE9A140>,Terminal{192763-337645}
370865-60173,AcLineSegment{370865},True,[Terminal{22951-60173}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{60173-cn},60173-cn,Terminal{370865-60173},<generator object ngen at 0x0000015E8FE996C0>,Terminal{370865-60173}
18327512-622976,EnergyConsumer{18327512},True,[Terminal{537013-622976}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{622976-cn},622976-cn,Terminal{18327512-622976},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18327512-622976}
34512-362868,BusbarSection{34512},True,"[Terminal{718459-362868}, Terminal{10707106-362868}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{362868-cn},362868-cn,Terminal{34512-362868},<generator object ngen at 0x0000015E8FE996C0>,Terminal{34512-362868}
465167-235385,AcLineSegment{465167},True,"[Terminal{465166-235385}, Terminal{480271-235385}, Terminal{31397402-235385}]",FeederDirection.BOTH,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{235385-cn},235385-cn,Terminal{465167-235385},<generator object ngen at 0x0000015E8FE996C0>,Terminal{465167-235385}
37284491-378458,Junction{37284491},True,"[Terminal{38205296-378458}, Terminal{247320-378458}, Terminal{237022-378458}, Terminal{40894-378458}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{378458-cn},378458-cn,Terminal{37284491-378458},<generator object ngen at 0x0000015E8FE996C0>,Terminal{37284491-378458}
299636-153956,AcLineSegment{299636},True,[Terminal{17348094-153956}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{153956-cn},153956-cn,Terminal{299636-153956},<generator object ngen at 0x0000015E8FE996C0>,Terminal{299636-153956}
189916-60128,AcLineSegment{189916},True,[Terminal{22928-60128}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{60128-cn},60128-cn,Terminal{189916-60128},<generator object ngen at 0x0000015E8FE996C0>,Terminal{189916-60128}
220579-130932,BusbarSection{220579},True,"[Terminal{220580-130932}, Terminal{255250-130932}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{130932-cn},130932-cn,Terminal{220579-130932},<generator object ngen at 0x0000015E8FE996C0>,Terminal{220579-130932}
175115-316587,AcLineSegment{175115},True,[Terminal{727790-316587}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{316587-cn},316587-cn,Terminal{175115-316587},<generator object ngen at 0x0000015E8FE996C0>,Terminal{175115-316587}
65592-438156,AcLineSegment{65592},True,[Terminal{18010378-438156}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{438156-cn},438156-cn,Terminal{65592-438156},<generator object ngen at 0x0000015E8FE996C0>,Terminal{65592-438156}
37284592-604349,Junction{37284592},True,"[Terminal{513540-604349}, Terminal{737855-604349}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{604349-cn},604349-cn,Terminal{37284592-604349},<generator object ngen at 0x0000015E8FE996C0>,Terminal{37284592-604349}
18573956-337340,EnergyConsumer{18573956},True,[Terminal{192529-337340}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{337340-cn},337340-cn,Terminal{18573956-337340},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18573956-337340}
730969-713624,Disconnector{730969},True,[Terminal{182710-713624}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{713624-cn},713624-cn,Terminal{730969-713624},<generator object ngen at 0x0000015E8FE996C0>,Terminal{730969-713624}
18007665-323709,EnergyConsumer{18007665},True,[Terminal{181490-323709}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{323709-cn},323709-cn,Terminal{18007665-323709},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18007665-323709}
18007539-662097,EnergyConsumer{18007539},True,[Terminal{580154-662097}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{662097-cn},662097-cn,Terminal{18007539-662097},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18007539-662097}
293424-423949,AcLineSegment{293424},True,[Terminal{18276921-423949}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{423949-cn},423949-cn,Terminal{293424-423949},<generator object ngen at 0x0000015E8FE996C0>,Terminal{293424-423949}
156522-644193,AcLineSegment{156522},True,"[Terminal{560880-644193}, Terminal{580133-644193}, Terminal{571378-644193}, Terminal{29218840-644193}, Terminal{560881-644193}, Terminal{151593-644193}, Terminal{156521-644193}, Terminal{580132-644193}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{644193-cn},644193-cn,Terminal{156522-644193},<generator object ngen at 0x0000015E8FE996C0>,Terminal{156522-644193}
727790-515570,Disconnector{727790},True,"[Terminal{407525-515570}, Terminal{407524-515570}, Terminal{636357-515570}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{515570-cn},515570-cn,Terminal{727790-515570},<generator object ngen at 0x0000015E8FE996C0>,Terminal{727790-515570}
313826-443292,AcLineSegment{313826},True,"[Terminal{313827-443292}, Terminal{18280535-443292}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{443292-cn},443292-cn,Terminal{313826-443292},<generator object ngen at 0x0000015E8FE996C0>,Terminal{313826-443292}
707-34916,AcLineSegment{707},True,[Terminal{399304-34916}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{34916-cn},34916-cn,Terminal{707-34916},<generator object ngen at 0x0000015E8FE996C0>,Terminal{707-34916}
150374-319900,AcLineSegment{150374},True,"[Terminal{97839-319900}, Terminal{646813-319900}, Terminal{181500-319900}, Terminal{181501-319900}, Terminal{29218169-319900}, Terminal{646812-319900}, Terminal{181503-319900}, Terminal{656736-319900}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{319900-cn},319900-cn,Terminal{150374-319900},<generator object ngen at 0x0000015E8FE996C0>,Terminal{150374-319900}
734038-369113,Fuse{734038},True,"[Terminal{224226-369113}, Terminal{32081618-369113}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{369113-cn},369113-cn,Terminal{734038-369113},<generator object ngen at 0x0000015E8FE996C0>,Terminal{734038-369113}
350867-179809,AcLineSegment{350867},True,"[Terminal{350868-179809}, Terminal{19167421-179809}, Terminal{351440-179809}, Terminal{351441-179809}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{179809-cn},179809-cn,Terminal{350867-179809},<generator object ngen at 0x0000015E8FE996C0>,Terminal{350867-179809}
59175-418278,AcLineSegment{59175},True,"[Terminal{30894006-418278}, Terminal{59176-418278}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{418278-cn},418278-cn,Terminal{59175-418278},<generator object ngen at 0x0000015E8FE996C0>,Terminal{59175-418278}
126340-583689,AcLineSegment{126340},True,"[Terminal{495370-583689}, Terminal{34173711-583689}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{583689-cn},583689-cn,Terminal{126340-583689},<generator object ngen at 0x0000015E8FE996C0>,Terminal{126340-583689}
20912354-350269,Junction{20912354},True,"[Terminal{729683-350269}, Terminal{220529-350269}, Terminal{220528-350269}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{350269-cn},350269-cn,Terminal{20912354-350269},<generator object ngen at 0x0000015E8FE996C0>,Terminal{20912354-350269}
17337747-292575,EnergyConsumer{17337747},True,[Terminal{579505-292575}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{292575-cn},292575-cn,Terminal{17337747-292575},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17337747-292575}
458802-232182,AcLineSegment{458802},True,"[Terminal{30925286-232182}, Terminal{458828-232182}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{232182-cn},232182-cn,Terminal{458802-232182},<generator object ngen at 0x0000015E8FE996C0>,Terminal{458802-232182}
19557-53540,AcLineSegment{19557},True,[Terminal{231374-53540}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{53540-cn},53540-cn,Terminal{19557-53540},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19557-53540}
352767-478054,AcLineSegment{352767},True,"[Terminal{19171116-478054}, Terminal{361328-478054}, Terminal{361329-478054}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{478054-cn},478054-cn,Terminal{352767-478054},<generator object ngen at 0x0000015E8FE996C0>,Terminal{352767-478054}
411743-519171,AcLineSegment{411743},True,[Terminal{20899593-519171}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{519171-cn},519171-cn,Terminal{411743-519171},<generator object ngen at 0x0000015E8FE996C0>,Terminal{411743-519171}
732573-351100,Disconnector{732573},True,[],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{351100-cn},351100-cn,Terminal{732573-351100},<generator object ngen at 0x0000015E8FE996C0>,Terminal{732573-351100}
65736-438579,AcLineSegment{65736},True,[Terminal{18010906-438579}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{438579-cn},438579-cn,Terminal{65736-438579},<generator object ngen at 0x0000015E8FE996C0>,Terminal{65736-438579}
738088-142530,Fuse{738088},True,[Terminal{277788-142530}],FeederDirection.BOTH,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{142530-cn},142530-cn,Terminal{738088-142530},<generator object ngen at 0x0000015E8FE996C0>,Terminal{738088-142530}
345865-177225,AcLineSegment{345865},True,"[Terminal{19158524-177225}, Terminal{281442-177225}, Terminal{78248-177225}]",FeederDirection.BOTH,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{177225-cn},177225-cn,Terminal{345865-177225},<generator object ngen at 0x0000015E8FE996C0>,Terminal{345865-177225}
82504-183156,AcLineSegment{82504},True,"[Terminal{82123-183156}, Terminal{19180114-183156}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{183156-cn},183156-cn,Terminal{82504-183156},<generator object ngen at 0x0000015E8FE996C0>,Terminal{82504-183156}
18242988-416549,EnergyConsumer{18242988},True,[Terminal{287168-416549}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{416549-cn},416549-cn,Terminal{18242988-416549},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18242988-416549}
149443-643031,AcLineSegment{149443},True,"[Terminal{580520-643031}, Terminal{204322-643031}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{643031-cn},643031-cn,Terminal{149443-643031},<generator object ngen at 0x0000015E8FE996C0>,Terminal{149443-643031}
35587012-254107,Junction{35587012},True,"[Terminal{501788-254107}, Terminal{495144-254107}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{254107-cn},254107-cn,Terminal{35587012-254107},<generator object ngen at 0x0000015E8FE996C0>,Terminal{35587012-254107}
2661-47036,AcLineSegment{2661},True,[Terminal{718429-47036}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{47036-cn},47036-cn,Terminal{2661-47036},<generator object ngen at 0x0000015E8FE996C0>,Terminal{2661-47036}
304315-434471,AcLineSegment{304315},True,"[Terminal{304316-434471}, Terminal{18291746-434471}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{434471-cn},434471-cn,Terminal{304315-434471},<generator object ngen at 0x0000015E8FE996C0>,Terminal{304315-434471}
603496-675386,AcLineSegment{603496},True,"[Terminal{603495-675386}, Terminal{36573796-675386}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{675386-cn},675386-cn,Terminal{603496-675386},<generator object ngen at 0x0000015E8FE996C0>,Terminal{603496-675386}
642605-702836,AcLineSegment{642605},True,"[Terminal{17356437-702836}, Terminal{642606-702836}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{702836-cn},702836-cn,Terminal{642605-702836},<generator object ngen at 0x0000015E8FE996C0>,Terminal{642605-702836}
727806-194648,Disconnector{727806},True,"[Terminal{14527772-194648}, Terminal{90209-194648}, Terminal{540805-194648}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{194648-cn},194648-cn,Terminal{727806-194648},<generator object ngen at 0x0000015E8FE996C0>,Terminal{727806-194648}
554332-148353,AcLineSegment{554332},True,"[Terminal{288839-148353}, Terminal{554333-148353}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{148353-cn},148353-cn,Terminal{554332-148353},<generator object ngen at 0x0000015E8FE996C0>,Terminal{554332-148353}
570615-652177,AcLineSegment{570615},True,[Terminal{18007958-652177}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{652177-cn},652177-cn,Terminal{570615-652177},<generator object ngen at 0x0000015E8FE996C0>,Terminal{570615-652177}
411361-486543,AcLineSegment{411361},True,"[Terminal{362502-486543}, Terminal{19190505-486543}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{486543-cn},486543-cn,Terminal{411361-486543},<generator object ngen at 0x0000015E8FE996C0>,Terminal{411361-486543}
