mrid,conducting_equipment,connect,connected_terminals,current_feeder_direction,name,phases,sequence_number,traced_phases,connected,base_voltage,connectivity_node,connectivity_node_id,current_phases.terminal,names,normal_phases.terminal
18007743-651986,EnergyConsumer{18007743},True,[Terminal{570418-651986}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{651986-cn},651986-cn,Terminal{18007743-651986},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18007743-651986}
17350324-737989,EnergyConsumer{17350324},True,[Terminal{690778-737989}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{737989-cn},737989-cn,Terminal{17350324-737989},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17350324-737989}
176892-318567,AcLineSegment{176892},True,"[Terminal{176891-318567}, Terminal{14440378-318567}, Terminal{546044-318567}]",FeederDirection.BOTH,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{318567-cn},318567-cn,Terminal{176892-318567},<generator object ngen at 0x0000015E8FE996C0>,Terminal{176892-318567}
96104-65477,AcLineSegment{96104},True,[Terminal{25672-65477}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{65477-cn},65477-cn,Terminal{96104-65477},<generator object ngen at 0x0000015E8FE996C0>,Terminal{96104-65477}
206732-61655,Fuse{206732},True,[Terminal{23714-61655}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{61655-cn},61655-cn,Terminal{206732-61655},<generator object ngen at 0x0000015E8FE996C0>,Terminal{206732-61655}
415274-522052,AcLineSegment{415274},True,[Terminal{18694195-522052}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{522052-cn},522052-cn,Terminal{415274-522052},<generator object ngen at 0x0000015E8FE996C0>,Terminal{415274-522052}
18002454-675360,EnergyConsumer{18002454},True,[Terminal{603455-675360}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{675360-cn},675360-cn,Terminal{18002454-675360},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18002454-675360}
570623-596256,AcLineSegment{570623},True,"[Terminal{29227624-596256}, Terminal{570624-596256}, Terminal{533750-596256}, Terminal{636677-596256}, Terminal{570622-596256}, Terminal{131274-596256}, Terminal{653863-596256}, Terminal{186545-596256}, Terminal{636678-596256}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{596256-cn},596256-cn,Terminal{570623-596256},<generator object ngen at 0x0000015E8FE996C0>,Terminal{570623-596256}
20804000-121082,Junction{20804000},True,"[Terminal{229757-121082}, Terminal{40036-121082}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{121082-cn},121082-cn,Terminal{20804000-121082},<generator object ngen at 0x0000015E8FE996C0>,Terminal{20804000-121082}
727807-80441,Disconnector{727807},True,"[Terminal{535632-80441}, Terminal{14532713-80441}, Terminal{20730120-80441}, Terminal{721671-80441}, Terminal{645826-80441}, Terminal{367695-80441}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{80441-cn},80441-cn,Terminal{727807-80441},<generator object ngen at 0x0000015E8FE996C0>,Terminal{727807-80441}
653462-616337,AcLineSegment{653462},True,"[Terminal{29218147-616337}, Terminal{529191-616337}, Terminal{144801-616337}, Terminal{569298-616337}, Terminal{652754-616337}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{616337-cn},616337-cn,Terminal{653462-616337},<generator object ngen at 0x0000015E8FE9A140>,Terminal{653462-616337}
543058-274096,AcLineSegment{543058},True,[Terminal{18003647-274096}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{274096-cn},274096-cn,Terminal{543058-274096},<generator object ngen at 0x0000015E8FE996C0>,Terminal{543058-274096}
533109-336097,AcLineSegment{533109},True,"[Terminal{557116-336097}, Terminal{14440333-336097}, Terminal{687896-336097}, Terminal{533110-336097}]",FeederDirection.BOTH,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{336097-cn},336097-cn,Terminal{533109-336097},<generator object ngen at 0x0000015E8FE996C0>,Terminal{533109-336097}
17341155-734153,EnergyConsumer{17341155},True,[Terminal{190850-734153}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{734153-cn},734153-cn,Terminal{17341155-734153},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17341155-734153}
255222-14025,Fuse{255222},True,[Terminal{19215-14025}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{14025-cn},14025-cn,Terminal{255222-14025},<generator object ngen at 0x0000015E8FE996C0>,Terminal{255222-14025}
720411-34988,Disconnector{720411},True,[Terminal{718-34988}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{34988-cn},34988-cn,Terminal{720411-34988},<generator object ngen at 0x0000015E8FE996C0>,Terminal{720411-34988}
17340999-662362,EnergyConsumer{17340999},True,[Terminal{580419-662362}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{662362-cn},662362-cn,Terminal{17340999-662362},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17340999-662362}
17341011-662442,EnergyConsumer{17341011},True,[Terminal{580493-662442}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{662442-cn},662442-cn,Terminal{17341011-662442},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17341011-662442}
176690-674785,AcLineSegment{176690},True,"[Terminal{636844-674785}, Terminal{602224-674785}, Terminal{176691-674785}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{674785-cn},674785-cn,Terminal{176690-674785},<generator object ngen at 0x0000015E8FE996C0>,Terminal{176690-674785}
17350090-662216,EnergyConsumer{17350090},True,[Terminal{580274-662216}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{662216-cn},662216-cn,Terminal{17350090-662216},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17350090-662216}
582046-443293,AcLineSegment{582046},True,"[Terminal{18280541-443293}, Terminal{313827-443293}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{443293-cn},443293-cn,Terminal{582046-443293},<generator object ngen at 0x0000015E8FE996C0>,Terminal{582046-443293}
19229863-189803,Junction{19229863},True,"[Terminal{14405558-189803}, Terminal{370860-189803}, Terminal{86635-189803}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{189803-cn},189803-cn,Terminal{19229863-189803},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19229863-189803}
45632-40601,Disconnector{45632},True,[Terminal{1622-40601}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{40601-cn},40601-cn,Terminal{45632-40601},<generator object ngen at 0x0000015E8FE996C0>,Terminal{45632-40601}
686001-335401,AcLineSegment{686001},True,"[Terminal{686000-335401}, Terminal{29507929-335401}, Terminal{729701-335401}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{335401-cn},335401-cn,Terminal{686001-335401},<generator object ngen at 0x0000015E8FE996C0>,Terminal{686001-335401}
255404-116485,Disconnector{255404},True,[Terminal{220767-116485}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{116485-cn},116485-cn,Terminal{255404-116485},<generator object ngen at 0x0000015E8FE996C0>,Terminal{255404-116485}
164175-292589,AcLineSegment{164175},True,"[Terminal{579534-292589}, Terminal{177677-292589}, Terminal{28943440-292589}, Terminal{156553-292589}, Terminal{177676-292589}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{292589-cn},292589-cn,Terminal{164175-292589},<generator object ngen at 0x0000015E8FE996C0>,Terminal{164175-292589}
17347760-432715,EnergyConsumer{17347760},True,[Terminal{302383-432715}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{432715-cn},432715-cn,Terminal{17347760-432715},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17347760-432715}
18003551-292592,EnergyConsumer{18003551},True,[Terminal{579535-292592}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{292592-cn},292592-cn,Terminal{18003551-292592},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18003551-292592}
14541543-194231,Junction{14541543},True,"[Terminal{641837-194231}, Terminal{723653-194231}, Terminal{435241-194231}, Terminal{435240-194231}, Terminal{570614-194231}, Terminal{380671-194231}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{194231-cn},194231-cn,Terminal{14541543-194231},<generator object ngen at 0x0000015E8FE996C0>,Terminal{14541543-194231}
18009512-675380,EnergyConsumer{18009512},True,[Terminal{603483-675380}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{675380-cn},675380-cn,Terminal{18009512-675380},<generator object ngen at 0x0000015E8FE9A140>,Terminal{18009512-675380}
568998-344568,AcLineSegment{568998},True,"[Terminal{551634-344568}, Terminal{570619-344568}, Terminal{198470-344568}, Terminal{570620-344568}, Terminal{709706-344568}, Terminal{665719-344568}, Terminal{570548-344568}, Terminal{568997-344568}, Terminal{29227470-344568}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{344568-cn},344568-cn,Terminal{568998-344568},<generator object ngen at 0x0000015E8FE996C0>,Terminal{568998-344568}
529752-88623,AcLineSegment{529752},True,"[Terminal{603504-88623}, Terminal{603505-88623}, Terminal{29218301-88623}, Terminal{580117-88623}, Terminal{656139-88623}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{88623-cn},88623-cn,Terminal{529752-88623},<generator object ngen at 0x0000015E8FE996C0>,Terminal{529752-88623}
437578-540831,AcLineSegment{437578},True,"[Terminal{583387-540831}, Terminal{583388-540831}, Terminal{14438627-540831}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{540831-cn},540831-cn,Terminal{437578-540831},<generator object ngen at 0x0000015E8FE996C0>,Terminal{437578-540831}
111015-57546,AcLineSegment{111015},True,[Terminal{21607-57546}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{57546-cn},57546-cn,Terminal{111015-57546},<generator object ngen at 0x0000015E8FE996C0>,Terminal{111015-57546}
685999-335400,AcLineSegment{685999},True,"[Terminal{686000-335400}, Terminal{603501-335400}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{335400-cn},335400-cn,Terminal{685999-335400},<generator object ngen at 0x0000015E8FE996C0>,Terminal{685999-335400}
374809-172478,AcLineSegment{374809},True,"[Terminal{602541-172478}, Terminal{636876-172478}, Terminal{130735-172478}, Terminal{336649-172478}, Terminal{14540846-172478}, Terminal{636877-172478}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{172478-cn},172478-cn,Terminal{374809-172478},<generator object ngen at 0x0000015E8FE996C0>,Terminal{374809-172478}
202151-3184,Disconnector{202151},True,[Terminal{10048-3184}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{3184-cn},3184-cn,Terminal{202151-3184},<generator object ngen at 0x0000015E8FE996C0>,Terminal{202151-3184}
536358-270809,AcLineSegment{536358},True,"[Terminal{536363-270809}, Terminal{184683-270809}, Terminal{14411840-270809}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{270809-cn},270809-cn,Terminal{536358-270809},<generator object ngen at 0x0000015E8FE996C0>,Terminal{536358-270809}
602539-619394,AcLineSegment{602539},True,[Terminal{532049-619394}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{619394-cn},619394-cn,Terminal{602539-619394},<generator object ngen at 0x0000015E8FE996C0>,Terminal{602539-619394}
30899757-558175,Junction{30899757},True,"[Terminal{470374-558175}, Terminal{458398-558175}, Terminal{469394-558175}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{558175-cn},558175-cn,Terminal{30899757-558175},<generator object ngen at 0x0000015E8FE996C0>,Terminal{30899757-558175}
583387-540831,AcLineSegment{583387},True,"[Terminal{437578-540831}, Terminal{583388-540831}, Terminal{14438627-540831}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{540831-cn},540831-cn,Terminal{583387-540831},<generator object ngen at 0x0000015E8FE996C0>,Terminal{583387-540831}
533114-269287,AcLineSegment{533114},True,"[Terminal{687519-269287}, Terminal{400750-269287}, Terminal{14404182-269287}]",FeederDirection.BOTH,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{269287-cn},269287-cn,Terminal{533114-269287},<generator object ngen at 0x0000015E8FE996C0>,Terminal{533114-269287}
535589-270477,AcLineSegment{535589},True,"[Terminal{528539-270477}, Terminal{531614-270477}, Terminal{698411-270477}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{270477-cn},270477-cn,Terminal{535589-270477},<generator object ngen at 0x0000015E8FE996C0>,Terminal{535589-270477}
23714-61655,AcLineSegment{23714},True,[Terminal{206732-61655}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{61655-cn},61655-cn,Terminal{23714-61655},<generator object ngen at 0x0000015E8FE996C0>,Terminal{23714-61655}
18400825-439381,EnergyConsumer{18400825},True,[Terminal{309441-439381}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{439381-cn},439381-cn,Terminal{18400825-439381},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18400825-439381}
33527123-118620,Junction{33527123},True,"[Terminal{224873-118620}, Terminal{734906-118620}, Terminal{224874-118620}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{118620-cn},118620-cn,Terminal{33527123-118620},<generator object ngen at 0x0000015E8FE996C0>,Terminal{33527123-118620}
545008-629982,AcLineSegment{545008},True,[Terminal{17341257-629982}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{629982-cn},629982-cn,Terminal{545008-629982},<generator object ngen at 0x0000015E8FE996C0>,Terminal{545008-629982}
255216-365699,Disconnector{255216},True,[Terminal{220531-365699}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{365699-cn},365699-cn,Terminal{255216-365699},<generator object ngen at 0x0000015E8FE996C0>,Terminal{255216-365699}
234929-64129,AcLineSegment{234929},True,[Terminal{24980-64129}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{64129-cn},64129-cn,Terminal{234929-64129},<generator object ngen at 0x0000015E8FE996C0>,Terminal{234929-64129}
253037-374714,Disconnector{253037},True,"[Terminal{241772-374714}, Terminal{20138316-374714}, Terminal{230235-374714}, Terminal{11157634-374714}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{374714-cn},374714-cn,Terminal{253037-374714},<generator object ngen at 0x0000015E8FE996C0>,Terminal{253037-374714}
